16153,07,09,16,24,25,29,06,990091165,5,7932287,247,74197,342438226,2016-12-29
16152,02,08,09,16,20,22,07,974772214,17,5986457,247,84867,338973816,2016-12-27
16151,06,11,16,20,22,33,07,1013655324,11,6923271,130,203422,375311070,2016-12-25
16150,02,04,05,09,13,21,05,1010476368,22,5849327,140,166832,350741078,2016-12-22
16149,03,20,23,26,32,33,07,1069092085,5,7413987,77,195940,342258704,2016-12-20
16148,01,02,11,20,26,30,14,1060899760,10,7088635,158,165240,381634232,2016-12-18
16147,04,14,18,28,31,32,12,1053462300,5,8475931,113,192252,341474648,2016-12-15
16146,03,07,15,16,17,23,10,1030668248,8,7329207,133,175128,344859752,2016-12-13
16145,01,03,07,12,19,20,06,1019425688,8,6264341,157,80531,398955964,2016-12-11
16144,04,10,12,27,32,33,05,1031610174,14,6201501,86,244491,372346108,2016-12-08
16143,06,09,23,24,25,33,13,1055352355,5,9007647,143,175159,378923738,2016-12-06
16142,01,10,17,21,23,30,12,1025247212,11,6818174,85,294116,407120242,2016-12-04
16141,04,13,15,17,21,24,15,1025247440,7,8186439,106,263031,371798444,2016-12-01
16140,01,02,05,17,26,32,10,998908480,16,5846950,84,201654,360447386,2016-11-29
16139,01,06,19,26,28,30,03,1041642655,5,9936561,94,328228,395456724,2016-11-27
16138,07,16,20,24,25,30,07,998764932,12,6052114,160,98635,350229764,2016-11-24
16137,01,06,09,10,15,32,14,1024045140,4,9970303,90,276127,339962622,2016-11-22
16136,02,07,10,20,27,29,03,989371808,8,7561764,117,218954,396457052,2016-11-20
16135,02,08,10,18,20,33,12,973012992,24,5536282,172,93537,353219786,2016-11-17
16134,11,12,13,14,18,33,13,1057618368,8,7841027,107,265516,356409344,2016-11-15
16133,15,16,21,22,27,33,15,1035115770,26,5803188,242,107866,397601552,2016-11-13
16132,05,08,13,19,27,28,07,1107687796,37,5063186,358,8163,349399364,2016-11-10
16131,04,10,18,19,25,27,02,1286258608,4,9353816,112,194366,341425796,2016-11-08
16130,03,17,21,23,27,28,01,1258366632,8,7792864,88,317370,389013348,2016-11-06
16129,05,06,08,21,31,33,14,1236923614,2,10000000,107,263616,356293078,2016-11-03
16128,04,09,11,17,26,27,13,1172302677,17,6039764,216,102291,346505806,2016-11-01
16127,07,12,17,26,29,31,16,1208693682,3,10000000,127,219909,377635784,2016-10-30
16126,02,06,12,17,18,19,10,1154908300,4,10000000,182,141981,347402822,2016-10-27
16125,01,06,08,20,27,30,03,1117386530,10,5815990,94,108509,346147358,2016-10-25
16124,09,15,21,24,27,32,10,1144946805,5,8691225,120,192251,370331346,2016-10-23
16123,07,09,12,14,20,27,16,1119192450,3,10000000,191,104821,305299416,2016-10-20
16122,15,22,23,24,28,29,08,1089129612,6,7245796,96,175452,305059324,2016-10-18
16121,02,03,10,23,25,28,09,1082073970,5,8817083,106,225063,340006950,2016-10-16
16120,02,05,06,21,25,28,09,1054589076,6,7457159,139,132580,309329228,2016-10-13
16119,09,19,21,30,31,32,04,1044045944,4,9261565,353,60362,302415052,2016-10-11
16118,09,14,22,23,31,33,14,1017168724,4,10000000,97,293175,338792784,2016-10-09
16117,03,10,14,17,28,33,02,971854560,12,6037315,167,93172,281128494,2016-10-06
16116,07,18,20,23,27,31,13,997623156,6,7593721,52,374094,268669114,2016-10-04
16115,06,08,20,22,26,27,09,984826752,13,6239088,62,324761,307770194,2016-10-02
16114,05,16,20,22,27,29,09,1005529350,21,5225680,103,57515,300350554,2016-09-29
16113,01,11,16,17,20,26,14,1097496306,6,7750731,95,217162,301675518,2016-09-27
16112,06,12,14,15,18,25,12,1082109240,8,6869523,105,178049,339124224,2016-09-25
16111,02,04,07,14,15,32,04,1080979719,3,10000000,68,362286,310894592,2016-09-22
16110,05,07,28,31,32,33,08,1037073225,5,7249839,55,255663,306664040,2016-09-20
16109,09,11,15,16,27,33,05,1031137928,8,6719240,93,184864,339043452,2016-09-18
16108,02,03,07,08,19,26,16,1033314654,6,7828306,174,121909,278530656,2016-09-15
16107,06,11,18,26,27,32,01,1016647606,13,6252404,230,88485,295842288,2016-09-13
16106,04,05,13,22,25,30,04,1036874166,6,8341196,119,210579,329967722,2016-09-11
16105,08,10,19,27,28,31,16,1011744422,13,6419550,153,150769,304435234,2016-09-08
16104,05,09,11,18,30,31,04,1025995488,2,10000000,72,319307,304391928,2016-09-06
16103,01,05,13,19,24,27,11,977024997,13,5957211,116,134092,334526552,2016-09-04
16102,05,08,10,14,17,30,13,1007804693,7,6951119,339,50360,304528374,2016-09-01
16101,01,03,19,24,32,33,01,1005245634,3,10000000,45,555671,303829992,2016-08-30
16100,03,10,22,23,27,29,04,960230040,4,9565716,87,262397,335027586,2016-08-28
16099,01,11,21,23,27,33,06,930007164,4,8811192,111,171675,300016648,2016-08-25
16098,02,08,25,29,31,32,06,908084049,3,9434877,63,263980,296350008,2016-08-23
16097,06,13,25,26,28,31,01,886496310,9,6754677,101,195446,327274678,2016-08-21
16096,06,13,14,21,22,24,16,888068045,5,8412890,110,193914,296887214,2016-08-18
16095,01,05,09,12,18,32,12,866140800,7,7075631,73,248791,297413702,2016-08-16
16094,06,07,10,12,18,31,10,861184896,4,8445845,83,207581,324311584,2016-08-14
16093,06,09,15,17,25,27,09,843280596,18,5501160,131,86077,298416216,2016-08-11
16092,02,13,15,23,24,29,06,908473144,19,5173091,97,42380,299992386,2016-08-09
16091,04,08,14,22,23,28,07,994429110,17,5986530,226,92760,329710234,2016-08-07
16090,02,13,17,20,21,26,07,1033308810,23,5443624,164,77769,294008068,2016-08-04
16089,01,03,14,30,31,32,08,1120249570,10,5749899,48,195286,288232376,2016-08-02
16088,03,14,16,18,25,33,15,1149627355,5,8643396,79,288243,320354148,2016-07-31
16087,02,03,10,11,14,21,12,1124530659,3,10000000,84,223543,288396896,2016-07-28
16086,09,10,11,12,15,32,05,1098197736,6,7936358,62,355204,286788850,2016-07-26
16085,01,12,19,20,21,25,16,1079747823,7,7380661,245,85023,319888112,2016-07-24
16084,02,04,12,18,24,26,05,1068920080,5,7742405,101,169703,288778286,2016-07-21
16083,09,16,17,24,30,31,04,1056212003,7,7237320,99,197743,291921542,2016-07-19
16082,06,12,14,15,17,20,09,1048143580,10,6151036,89,161662,323658370,2016-07-17
16081,02,06,15,25,30,32,07,1066490094,3,9665516,73,239666,288505018,2016-07-14
16080,01,16,17,24,25,32,14,1042999580,4,9610776,88,261975,288372472,2016-07-12
16079,01,03,10,12,24,28,02,1012281038,2,10000000,101,261205,322821956,2016-07-10
16078,02,04,08,23,26,29,02,953135832,6,8017845,65,348212,296681554,2016-07-07
16077,01,09,17,19,20,29,10,933341379,3,8718169,93,149926,294629008,2016-07-05
16076,07,08,13,22,30,32,01,917666478,6,8474321,112,232655,331977974,2016-07-03
16075,01,03,06,16,29,32,07,890340179,0,0,65,267736,295574016,2016-06-30
16074,06,10,11,12,20,25,12,838131500,62,5187134,154,94175,297584738,2016-06-28
16073,09,11,12,15,16,20,13,1116225045,5,7942362,80,229872,327032018,2016-06-26
16072,05,16,19,22,24,25,02,1100767568,2,10000000,79,250250,290670126,2016-06-23
16071,19,21,26,28,29,32,01,1061458288,4,10000000,83,312118,293734448,2016-06-21
16070,03,06,11,18,23,29,01,1023740893,7,7993400,264,99213,326894102,2016-06-19
16069,08,10,11,20,21,27,11,1001117928,6,7393248,168,106841,300232584,2016-06-16
16068,08,19,23,28,31,32,01,991629338,2,10000000,58,374629,295768168,2016-06-14
16067,09,13,18,20,27,31,04,946443820,5,8650159,117,194987,327487486,2016-06-12
16066,03,07,13,18,19,20,05,921254130,10,5930886,207,56212,275334312,2016-06-09
16065,13,16,22,25,26,27,14,945654750,2,10000000,87,249643,298326848,2016-06-07
16064,03,12,14,17,19,26,03,900497807,11,6487602,116,176332,332534594,2016-06-05
16063,16,17,18,23,28,32,07,910497831,0,0,83,179989,304409952,2016-06-02
16062,12,13,15,18,19,21,09,865680358,2,10000000,116,144808,305198008,2016-05-31
16061,05,06,08,18,20,32,08,835286844,21,5446101,127,92206,340147518,2016-05-29
16060,04,05,22,26,29,32,08,914524470,15,5000000,47,6000,320540202,2016-05-26
16059,04,11,12,20,25,28,15,989524476,9,7152757,153,158290,322601954,2016-05-24
16058,03,05,18,20,24,32,11,981243730,2,10000000,130,221092,357296334,2016-05-22
16057,07,12,19,22,23,26,11,915017488,11,6474964,256,79221,325499780,2016-05-19
16056,03,04,08,11,16,18,14,925399830,6,8206646,180,133610,326490562,2016-05-17
16055,05,06,10,16,22,26,11,902490160,11,6427695,232,84615,350383284,2016-05-15
16054,06,11,16,19,28,32,04,914302376,8,7321796,204,113813,324349586,2016-05-12
16053,02,08,10,12,29,31,01,903222855,5,8788619,165,143508,320149454,2016-05-10
16052,01,06,13,19,24,28,16,876129336,12,6940346,218,133510,353216208,2016-05-08
16051,01,02,04,09,15,33,12,872097902,2,10000000,58,392706,324257380,2016-05-05
16050,09,12,24,28,29,30,02,823767052,4,9301768,116,185421,308889140,2016-05-03
16049,06,08,13,14,22,27,10,796447605,15,5991728,172,108109,330279014,2016-05-01
16048,03,08,13,14,15,30,04,830538816,6,8287686,115,214414,329538828,2016-04-28
16047,02,05,08,15,17,22,16,806292000,5,8760984,172,136663,324937604,2016-04-26
16046,07,20,25,26,27,30,14,779578465,0,0,90,306830,364459490,2016-04-24
16045,04,09,12,17,30,32,03,696734182,1,10000000,86,289626,336323174,2016-04-21
16044,01,03,10,12,18,30,01,632010456,6,8428587,147,174927,335979238,2016-04-19
16043,05,14,20,26,30,33,12,605438772,6,7763996,88,235567,364494720,2016-04-17
16042,07,14,17,23,26,31,09,589832826,11,6077332,129,114831,334864386,2016-04-14
16041,12,17,18,21,22,24,04,612243516,3,10000000,98,252093,330501352,2016-04-12
16040,03,13,19,20,23,26,03,568128108,12,6812115,167,162764,365246422,2016-04-10
16039,01,03,07,18,19,27,16,568328305,5,9538029,189,150067,335090614,2016-04-07
16038,03,12,13,22,28,29,03,530930396,4,10000000,182,139400,325081790,2016-04-05
16037,06,15,26,31,32,33,16,494817840,3,10000000,97,293695,350165940,2016-04-03
16036,03,04,07,09,20,22,03,439352386,2,10000000,116,232827,348368584,2016-03-31
16035,04,13,19,20,26,29,11,378328346,11,6488004,187,109412,343407218,2016-03-29
16034,03,15,21,22,23,28,15,388316232,1,10000000,107,316678,380415644,2016-03-27
16033,06,17,18,20,27,29,15,296662312,2,10000000,119,245863,338637474,2016-03-24
16032,08,12,14,15,21,27,15,228889010,5,9626020,154,187744,339342300,2016-03-22
16031,03,08,10,19,26,33,03,190281234,13,6468063,191,124900,385818800,2016-03-20
16030,10,14,19,22,25,29,12,202797966,98,5069845,552,15500,351985986,2016-03-17
16029,12,15,18,20,21,27,15,673974740,5,9326970,99,273167,347727124,2016-03-15
16028,06,08,12,21,25,29,01,639478896,7,8456171,282,107239,370238316,2016-03-13
16027,11,13,15,17,19,31,05,607947604,4,9925874,213,115630,337818690,2016-03-10
16026,04,09,12,28,30,33,01,573762988,0,0,77,331168,329158276,2016-03-08
16025,04,11,12,17,24,30,12,497263041,19,5788878,420,44609,379126514,2016-03-06
16024,02,05,07,14,18,31,13,551044179,9,6751185,157,125483,344808140,2016-03-03
16023,03,06,10,19,25,29,07,552702346,14,6248533,235,92975,337590682,2016-03-01
16022,04,09,19,22,23,30,07,574633808,8,7138951,163,131224,370206784,2016-02-28
16021,09,11,13,22,24,26,05,567576885,5,8805503,172,138281,330776764,2016-02-25
16020,01,02,10,12,22,24,10,540251214,3,10000000,109,221318,317041006,2016-02-23
16019,06,13,16,17,23,30,10,497880207,51,5193713,231,53459,354746834,2016-02-21
16018,12,13,14,17,21,25,04,725711885,5,8773854,81,291192,316712952,2016-02-18
16017,05,06,08,20,22,30,05,698821392,12,6145307,189,90897,293890064,2016-02-16
16016,01,20,22,24,25,26,16,721026255,5,8896964,91,267648,316931514,2016-02-14
16015,01,02,14,22,25,26,07,692442990,5,8614366,87,259652,346224370,2016-02-04
16014,02,08,10,18,20,27,07,667745460,45,5259960,113,129405,321027466,2016-02-02
16013,07,12,21,22,26,31,01,860575404,3,10000000,100,299317,370420948,2016-01-31
16012,07,12,14,16,27,32,15,800780176,2,10000000,87,263012,336562836,2016-01-28
16011,03,08,10,15,22,29,12,752133812,43,5379006,232,87808,332990472,2016-01-26
16010,02,04,12,14,19,25,06,922316332,14,6423339,121,205854,359088730,2016-01-24
16009,10,14,24,25,27,32,04,937517775,3,10000000,71,348717,341116278,2016-01-21
16008,02,15,24,29,32,33,02,893240990,5,8931046,73,336562,355411856,2016-01-19
16007,05,12,14,20,27,29,06,864189106,11,6279407,155,113495,398316866,2016-01-17
16006,13,16,18,20,28,31,12,880487026,2,10000000,93,299879,357519610,2016-01-14
16005,11,14,18,20,31,33,14,816820648,56,5280769,55,357342,347622842,2016-01-12
16004,08,10,17,22,25,33,12,1053582237,9,7069276,299,77857,376467244,2016-01-10
16003,01,10,14,23,26,28,01,1047367656,12,6751087,170,154507,351825302,2016-01-07
16002,09,14,17,20,24,30,16,1049581785,5,8790536,231,102557,343096096,2016-01-05
16001,06,13,16,18,20,22,13,1022461915,5,9582130,154,185963,388445976,2016-01-03
15154,07,09,11,15,18,25,07,984457630,13,6389418,120,188150,364605498,2015-12-31
15153,08,11,15,22,27,29,03,999785925,15,6165149,143,152773,348341018,2015-12-29
15152,11,18,19,21,29,32,12,1026723516,14,6193104,102,204699,392322240,2015-12-27
15151,05,06,08,23,31,32,11,1050789000,5,8865922,74,326513,350309390,2015-12-24
15150,01,03,08,11,29,31,13,1022632570,1,10000000,225,106234,333813118,2015-12-22
15149,09,10,20,21,22,33,09,960924480,40,5301535,340,44343,368458204,2015-12-20
15148,09,13,14,22,26,27,07,1127755566,18,5603016,298,45529,330278892,2015-12-17
15147,08,09,16,23,24,30,05,1187906265,29,5490089,181,63623,331495570,2015-12-15
15146,16,17,21,28,30,32,15,1307571540,3,15000000,73,404824,368273034,2015-12-13
15145,07,08,15,19,20,24,13,1248915010,14,11042866,143,127623,327973844,2015-12-10
15144,01,04,07,15,28,32,16,1278764676,6,13347680,110,228250,330530758,2015-12-08
15143,13,15,19,20,21,32,04,1253527944,6,13732678,75,373267,363104978,2015-12-06
15142,13,17,19,20,22,25,11,1221938746,2,15000000,66,339541,326956020,2015-12-03
15141,03,08,19,25,27,28,02,1174709536,8,11187578,173,68646,329544366,2015-12-01
15140,06,20,28,29,30,31,12,1188582820,5,13972740,131,189539,363959858,2015-11-29
15139,01,10,13,18,25,27,09,1158957645,5,11728461,91,118712,323569236,2015-11-26
15138,01,02,08,16,19,24,11,1160191307,11,11032096,108,131401,317036346,2015-11-24
15137,14,22,23,27,28,31,12,1183970392,2,15000000,74,312975,357991902,2015-11-22
15136,02,05,12,23,28,29,01,1134489732,3,15000000,183,143147,332169672,2015-11-19
15135,01,12,14,18,26,32,07,1085902032,6,12239746,85,197624,323653256,2015-11-17
15134,02,05,14,19,27,31,04,1078946224,4,15000000,198,137589,359304970,2015-11-15
15133,02,03,13,20,22,24,15,1037218347,3,15000000,78,325494,318320120,2015-11-12
15132,03,05,11,28,30,33,01,991052692,7,12829235,72,343830,324697916,2015-11-10
15131,10,12,13,19,22,26,03,971589906,7,12572255,100,225072,352871146,2015-11-08
15130,06,14,15,16,17,22,10,957074000,5,13469588,179,121144,329910968,2015-11-05
15129,05,08,11,16,18,27,04,934367160,2,15000000,122,177273,330274852,2015-11-03
15128,01,03,08,11,22,28,06,889484982,17,6078953,188,121956,353929358,2015-11-01
15127,07,10,19,22,27,33,06,924043914,18,8214795,99,162453,323385694,2015-10-29
15126,10,11,15,20,23,29,12,978661552,11,11422859,290,67463,321292184,2015-10-27
15125,05,13,22,27,30,33,10,990620057,7,7002860,69,253985,342693238,2015-10-25
15124,02,03,05,12,18,27,01,987064991,11,6650569,117,193977,314656346,2015-10-22
15123,05,08,09,12,22,28,07,992135264,8,6960182,263,74531,312976520,2015-10-20
15122,05,07,11,16,22,25,07,989011240,14,5486082,178,47789,340964698,2015-10-18
15121,01,03,20,21,28,29,12,1040297060,4,9842976,69,350940,311696404,2015-10-15
15120,16,21,24,26,27,29,16,1007024322,1,10000000,136,143440,306978816,2015-10-13
15119,02,08,10,18,23,31,08,958500564,6,7323016,112,155559,336177996,2015-10-11
15118,01,04,11,21,23,31,12,950170804,11,6660657,52,439116,302094780,2015-10-08
15117,04,11,12,18,26,32,12,954935922,3,10000000,85,242823,276307776,2015-10-06
15116,04,06,15,23,26,28,11,923015828,7,7393402,153,136877,298345670,2015-10-04
15115,01,07,08,14,24,32,03,911942840,10,5332324,114,36439,275624372,2015-10-01
15114,04,07,09,13,21,26,01,952803917,13,6206821,259,75717,297013542,2015-09-29
15113,01,05,07,08,19,27,12,974660050,7,7964833,177,146566,337101348,2015-09-27
15112,01,03,10,19,20,27,11,952587008,4,8273625,126,129905,306859802,2015-09-24
15111,08,14,16,18,20,30,12,936577124,7,7615667,142,161176,307364620,2015-09-22
15110,05,07,16,17,22,23,04,921225536,11,6534179,189,111613,340689020,2015-09-20
15109,01,08,09,16,32,33,13,929816615,7,7968426,132,196770,317531670,2015-09-17
15108,02,12,19,22,24,27,15,907674399,9,6645746,136,136137,309769258,2015-09-15
15107,07,14,16,18,21,25,08,911942185,7,6913101,96,174371,337547646,2015-09-13
15106,01,03,04,23,31,32,13,910114980,6,7715174,84,242426,305793682,2015-09-10
15105,09,10,16,19,20,26,12,895314612,12,6067588,180,88965,304229202,2015-09-08
15104,09,18,21,23,25,26,01,920084183,0,0,87,317906,332604432,2015-09-06
15103,06,08,13,26,30,32,14,837110700,3,9692574,138,127515,284270680,2015-09-03
15102,07,09,12,14,21,23,06,813396960,5,6521873,107,88894,300065068,2015-09-01
15101,08,16,22,24,28,29,05,817471200,8,6617853,133,121643,333057658,2015-08-30
15100,02,03,11,17,19,21,08,821878422,2,10000000,107,154789,302573068,2015-08-27
15099,06,07,10,11,14,22,09,792191150,5,6792739,91,123127,297598058,2015-08-25
15098,06,09,13,26,27,33,01,792540978,3,10000000,145,187136,329104206,2015-08-23
15097,09,12,14,20,26,27,04,741136594,11,6333323,827,22168,298570222,2015-08-20
15096,06,16,17,23,24,31,07,755803560,10,6195096,100,149387,294260644,2015-08-18
15095,04,15,21,28,30,31,04,772938425,5,8725465,76,306370,325059832,2015-08-16
15094,01,04,06,13,16,17,10,746713280,5,7135415,85,157015,295713760,2015-08-13
15093,01,03,13,21,25,31,08,742351320,4,7438046,97,125672,292493392,2015-08-11
15092,09,15,19,21,26,27,01,735532810,5,9035361,359,70253,318089362,2015-08-09
15091,05,07,17,19,22,31,11,705046588,4,9088608,105,194695,285818388,2015-08-06
15090,10,12,14,22,25,33,15,680071900,2,10000000,50,499546,282983042,2015-08-04
15089,12,14,19,27,28,29,01,625139856,3,10000000,94,258676,311873350,2015-08-02
15088,02,12,20,24,29,31,09,582193066,13,6015726,41,402574,287667610,2015-07-30
15087,09,15,16,19,20,28,11,610880852,1,10000000,136,132818,280174514,2015-07-28
15086,05,06,08,16,18,22,12,566691000,6,7078639,115,135563,308129834,2015-07-26
15085,02,08,25,27,28,29,05,562393449,3,10000000,100,225652,285325214,2015-07-23
15084,15,18,20,22,28,29,15,524697570,2,10000000,69,313379,281884996,2015-07-21
15083,06,07,16,18,29,32,05,479827975,17,5885655,235,80085,315704384,2015-07-19
15082,02,08,09,14,28,30,07,523423566,6,6293747,97,100032,288017344,2015-07-16
15081,13,20,22,26,28,31,13,532076736,6,7344875,62,283654,278500218,2015-07-14
15080,14,17,25,27,28,30,02,523386294,6,8449609,122,212066,314150596,2015-07-12
15079,09,14,15,20,26,32,11,496467738,18,5184871,157,26494,291775556,2015-07-09
15078,03,07,20,22,26,29,02,577316625,3,10000000,139,152281,291936416,2015-07-07
15077,01,06,08,10,13,27,16,543815196,3,10000000,63,423405,324775100,2015-07-05
15076,01,09,10,19,23,27,09,493791571,17,5282081,167,35893,294088268,2015-07-02
15075,06,11,13,19,21,32,04,565604258,2,10000000,88,274170,292719690,2015-06-30
15074,04,07,21,25,26,29,08,513223352,2,10000000,79,261460,320107256,2015-06-28
